Fold,AUC_ROC,Execution_Duration
0,0.9874700164120692,1.9789442270994186
1,0.9892295795985356,2.011598903685808
2,0.9877067289483651,2.0333976596593857
3,0.9861917687160713,2.0121307857334614
4,0.9848425072591845,2.0028445720672607
