Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,20,0.01,256,1.0,2.061754260212183,0.5842051566867292
1,20,0.01,256,1.0,2.022246550768614,0.5679056317876957
2,20,0.01,256,1.0,2.0195572413504124,0.5744556260526776
3,20,0.01,256,1.0,2.018453251570463,0.6149690007183866
4,20,0.01,256,1.0,2.010621305555105,0.5949628431200913
