Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,70,0.01,256,1.0,1.4455438181757927,0.8929454134595014
1,70,0.01,256,1.0,1.4511484019458294,0.8872254784266648
2,70,0.01,256,1.0,1.4421281330287457,0.8920273991949721
3,70,0.01,256,1.0,1.4322734214365482,0.9013487748040393
4,70,0.01,256,1.0,1.4309737980365753,0.868865193136078
