Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,64,1.0,1.5078249610960484,0.8761308621448483
1,40,0.01,64,1.0,1.5250931829214096,0.8762286664384566
2,40,0.01,64,1.0,1.533242329955101,0.8881607902586924
3,40,0.01,64,1.0,1.5365959666669369,0.8789182845126902
4,40,0.01,64,1.0,1.5276477448642254,0.8826348476698127
