Fold,AUC_ROC,Execution_Duration
0,0.8153025916248852,1.497697800397873
1,0.8639220394039969,1.4646758884191513
2,0.7811948308735259,1.4940632060170174
3,0.8256479062213121,1.4681500904262066
4,0.7190876350540215,1.4757088422775269
