Fold,AUC_ROC,Execution_Duration
0,0.9274768731021821,1.4988800883293152
1,0.908057340583292,1.4925594106316566
2,0.9348916037003038,1.5004753023386002
3,0.9449897606101264,1.4781799539923668
4,0.9106701504131064,1.498591847717762
