Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,2,0.01,128,1.0,4.092463359236717,0.9838917119050624
1,2,0.01,128,1.0,4.073587376624346,0.9904407587425831
2,2,0.01,128,1.0,4.049290884286165,0.9892769221057947
3,2,0.01,128,1.0,4.026108991354704,0.9686987122838024
4,2,0.01,128,1.0,4.099462259560823,0.9593248958464841
