Fold,AUC_ROC,Execution_Duration
0,0.9887245928544377,2.6433830820024014
1,0.9888587299583386,2.686544816941023
2,0.9875725918444641,2.7314771823585033
3,0.9877146193662417,2.614146366715431
4,0.9890086478979927,2.597640197724104
