Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,5,0.01,512,0.5,1.4724538661539555,0.903679118706306
1,5,0.01,512,0.5,1.4491497911512852,0.8934044205917662
2,5,0.01,512,0.5,1.4595801830291748,0.8881788009321375
3,5,0.01,512,0.5,1.4511387012898922,0.8916037003036508
4,5,0.01,512,0.5,1.4413785636425018,0.9270884824518042
