Fold,AUC_ROC,Execution_Duration
0,0.9274768731021821,1.4770592115819454
1,0.908057340583292,1.4614205472171307
2,0.9348916037003038,1.4608725421130657
3,0.9449897606101264,1.471585739403963
4,0.9106701504131064,1.4703341014683247
