Fold,AUC_ROC,Execution_Duration
0,0.909873343439777,1.4565080776810646
1,0.9206807178835151,1.503294948488474
2,0.9081128661548242,1.5381107330322266
3,0.9119272336055553,1.5253732241690159
4,0.8913883319477726,1.4967726469039917
