Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,150,0.01,512,1.0,1.5318258255720139,0.9076238446867818
1,150,0.01,512,1.0,1.5337036773562431,0.9118783314587511
2,150,0.01,512,1.0,1.5201179571449757,0.9206807178835151
3,150,0.01,512,1.0,1.5243959464132786,0.9074771382463691
4,150,0.01,512,1.0,1.53004065528512,0.90806396400802
