Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.5,128,1.0,1.935231525450945,0.9937507890417876
1,10,0.5,128,1.0,1.9174133986234665,0.9880736333796237
2,10,0.5,128,1.0,1.922173410654068,0.9821084774649665
