Fold,AUC_ROC,Execution_Duration
0,0.9378574959395523,1.4664718508720398
1,0.9389167431678553,1.5082918740808964
2,0.9464020902478639,1.483244277536869
3,0.9476025704399407,1.4589995555579662
4,0.9365157827837016,1.4739360623061657
