Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,100,0.01,256,0.75,2.017275296151638,0.635669397340159
1,100,0.01,256,0.75,2.0230800695717335,0.6236620806645377
2,100,0.01,256,0.75,1.9895869493484497,0.6439097127057815
3,100,0.01,256,0.75,2.0348434150218964,0.642388423715205
4,100,0.01,256,0.75,2.0518591068685055,0.6235473803041369
