Fold,AUC_ROC,Execution_Duration
0,0.9378574959395523,1.4582871049642563
1,0.9389167431678553,1.460530199110508
2,0.9464020902478639,1.476774524897337
3,0.9476025704399407,1.5009746588766575
4,0.9365157827837016,1.5034582801163197
