Fold,AUC_ROC,Execution_Duration
0,0.9847793839161723,2.0125819705426693
1,0.983793081681606,2.0310026817023754
2,0.9867362075495519,2.0092465169727802
3,0.9866178512814039,2.0173443257808685
4,0.9841876025754326,2.0236512646079063
