Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,70,0.01,256,1.0,1.9924598447978497,0.6234990854155473
1,70,0.01,256,1.0,2.0352709256112576,0.6092581301426511
2,70,0.01,256,1.0,1.9955074414610863,0.6316850690315063
3,70,0.01,256,1.0,2.0043808557093143,0.6160556357116553
4,70,0.01,256,1.0,2.0415489114820957,0.6250626324336398
