Fold,AUC_ROC,Execution_Duration
0,0.9903421285191264,2.1167653799057007
1,0.9903500189370028,2.1132602766156197
2,0.987438454740563,2.1049633845686913
3,0.9888666203762152,2.234500501304865
4,0.9914467870218407,2.5977139472961426
