Fold,AUC_ROC,Execution_Duration
0,0.8904309715120526,1.6908284947276115
1,0.8194140086031978,1.6356295198202133
2,0.8764710656602548,1.6241988390684128
3,0.8934339745150557,1.6398491524159908
4,0.8506614722830939,1.6281912475824356
