Fold,AUC_ROC,Execution_Duration
0,0.9876238795606616,2.4982822090387344
1,0.9898410869839667,2.1092651821672916
2,0.9842862327988892,2.0408918000757694
3,0.9758750473425072,1.9959147348999977
4,0.9901922105794722,2.007649052888155
