Fold,AUC_ROC,Execution_Duration
0,0.8838568298027757,1.699978444725275
1,0.8336985634282931,1.736904252320528
2,0.8776073370667966,1.7865190654993057
3,0.8971674377079782,1.7612998932600021
4,0.8549630711792875,1.7464039586484432
