Fold,AUC_ROC,Execution_Duration
0,0.8857235613992371,1.7526857741177082
1,0.8993588182777371,1.7323197089135647
2,0.9042285528772015,1.715651709586382
3,0.902524145767389,1.6462612263858318
4,0.9059329599870141,1.725601077079773
