Fold,AUC_ROC,Execution_Duration
0,0.8504991477964451,1.7515306659042835
1,0.8854800746692639,1.704103048890829
2,0.8640532424316208,1.7599595077335835
3,0.8849119389659931,1.7706152684986591
4,0.8843438032627222,1.7416857294738293
