Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.12,128,1.0,1.4974939599633217,0.9019022935106852
1,40,0.12,128,1.0,1.523039285093546,0.9013154677490341
2,40,0.12,128,1.0,1.522856742143631,0.9128074722480317
3,40,0.12,128,1.0,1.5160047933459282,0.9145190473861803
4,40,0.12,128,1.0,1.5234100222587585,0.8848354442760037
