Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,128,1.0,2.224418994039297,0.8890615069557235
1,40,0.01,128,1.0,2.0994040071964264,0.8713367700021184
2,40,0.01,128,1.0,2.171077888458967,0.9061506955723465
3,40,0.01,128,1.0,2.144815430045128,0.8296730456888639
4,40,0.01,128,1.0,2.1951359547674656,0.8902619871478002
