Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,70,0.01,128,1.0,2.173591271042824,0.8600381329002188
1,70,0.01,128,1.0,2.0886845625936985,0.8668173151613587
2,70,0.01,128,1.0,2.2240521982312202,0.8911093849304428
3,70,0.01,128,1.0,2.099657002836466,0.8473977826424688
4,70,0.01,128,1.0,2.10191485658288,0.9017724736953605
