Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,512,1.0,2.071399714797735,0.9332674246169055
1,40,0.01,512,1.0,2.1497017107903957,0.9312195466421863
2,40,0.01,512,1.0,2.1882461421191692,0.9137772756161288
3,40,0.01,512,1.0,2.0927710346877575,0.9264882423557658
4,40,0.01,512,1.0,2.197608970105648,0.8947108255066732
