Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,512,1.0,5.046557329595089,0.5862456157296453
1,40,0.01,512,1.0,5.073149211704731,0.6038611763427488
2,40,0.01,512,1.0,5.0704483687877655,0.5872416978068083
3,40,0.01,512,1.0,5.100130554288626,0.6012109943313875
4,40,0.01,512,1.0,4.75133928284049,0.5998406268676539
