Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.01,128,1.0,4.436927128583193,0.5332721598077863
1,10,0.01,128,1.0,4.4205272644758224,0.5317327602339887
2,10,0.01,128,1.0,4.930048808455467,0.5455360430790406
3,10,0.01,128,1.0,5.029373478144407,0.5906012109943314
4,10,0.01,128,1.0,4.710150383412838,0.5424693176535929
