Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.01,256,0.5,3.210523087531328,0.5590133354261118
1,10,0.01,256,0.5,3.3771346360445023,0.5934053329630725
2,10,0.01,256,0.5,3.3426986262202263,0.5754879292962831
3,10,0.01,256,0.5,3.21408361941576,0.5778121208096638
4,10,0.01,256,0.5,3.177732266485691,0.5537341004171471
