Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,2,0.01,256,1.0,3.18673687055707,0.5330638881007431
1,2,0.01,256,1.0,3.1199101246893406,0.49339265555481776
2,2,0.01,256,1.0,3.1287389025092125,0.4846603360116874
3,2,0.01,256,1.0,3.107343040406704,0.5134259790279446
4,2,0.01,256,1.0,3.1288246139883995,0.5681621983833285
