Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,2,0.01,256,0.5,1.79123530164361,0.8486234045674605
1,2,0.01,256,0.5,2.2289804965257645,0.8140984889236638
2,2,0.01,256,0.5,2.0655257664620876,0.8451758032177612
3,2,0.01,256,0.5,2.020513381808996,0.8384762091055797
4,2,0.01,256,0.5,1.9113337025046349,0.8176683456403735
