Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,256,1.0,1.7425813600420952,0.9024402171255318
1,40,0.01,256,1.0,1.7428961284458637,0.8948603843708739
2,40,0.01,256,1.0,1.813986238092184,0.9099711477333855
3,40,0.01,256,1.0,1.7184686847031116,0.9022446085383148
4,40,0.01,256,1.0,1.6929505243897438,0.9155948946158736
