Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,100,0.01,256,1.0,1.7768878228962421,0.9092376155313218
1,100,0.01,256,1.0,1.7884929962456226,0.9049831287593526
2,100,0.01,256,1.0,1.6537916213274002,0.9127096679544232
3,100,0.01,256,1.0,1.715582799166441,0.8977945131791286
4,100,0.01,256,1.0,1.8540059365332127,0.910460169201428
