Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,100,0.01,256,0.5,1.784029457718134,0.9035160643552251
1,100,0.01,256,0.5,1.7759898342192173,0.9031248471807912
2,100,0.01,256,0.5,1.7914984486997128,0.8943224607560272
3,100,0.01,256,0.5,1.8040466383099556,0.895691720866546
4,100,0.01,256,0.5,1.7979372590780258,0.9101178541737982
