Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.01,128,0.5,1.5848814994096756,0.9820059020325715
1,10,0.01,128,0.5,1.2132845632731915,0.9879592223204141
2,10,0.01,128,0.5,1.1317772269248962,0.989146730210832
3,10,0.01,128,0.5,1.010024070739746,0.9832170811766192
4,10,0.01,128,0.5,0.9018957428634167,0.9823570256280771
