Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,2,0.01,128,1.0,3.583028208464384,0.7180791236735293
1,2,0.01,128,1.0,3.458266444504261,0.702626045283388
2,2,0.01,128,1.0,3.362949565052986,0.6659494351802046
3,2,0.01,128,1.0,3.38049178943038,0.8398454692160986
4,2,0.01,128,1.0,3.4311858378350735,0.8669861606924544
