Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,70,0.01,128,1.0,3.2697947174310684,0.9339331996674655
1,70,0.01,128,1.0,3.2930389121174812,0.924250574600225
2,70,0.01,128,1.0,3.3225340247154236,0.9105579734950364
3,70,0.01,128,1.0,3.368094641715288,0.9172086654604137
4,70,0.01,128,1.0,3.3825311474502087,0.9187735341581496
