Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,100,0.01,512,1.0,2.0480336621403694,0.9933957202373438
1,100,0.01,512,1.0,2.050709068775177,0.9931668981189244
2,100,0.01,512,1.0,2.047523334622383,0.9934351723267265
3,100,0.01,512,1.0,1.9603410810232162,0.9931274460295417
4,100,0.01,512,1.0,2.0152021795511246,0.9949264613053908
