Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,512,1.0,1.9960543476045132,0.9955734755712663
1,40,0.01,512,1.0,1.9961771294474602,0.9958575306148214
2,40,0.01,512,1.0,1.9840942360460758,0.9956839414215377
3,40,0.01,512,1.0,1.958682157099247,0.9946424062618356
4,40,0.01,512,1.0,1.970676053315401,0.9946976391869714
