Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.01,512,1.0,2.0454372093081474,0.9967412574169928
1,10,0.01,512,1.0,2.0357703529298306,0.9945792829188234
2,10,0.01,512,1.0,2.025341432541609,0.9967964903421286
3,10,0.01,512,1.0,2.007904004305601,0.994855447544502
4,10,0.01,512,1.0,1.9964766837656498,0.9947370912763539
