Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,2,0.01,512,1.0,2.0505784563720226,0.9798675987880319
1,2,0.01,512,1.0,2.0496211498975754,0.9820729705845223
2,2,0.01,512,1.0,2.0467798113822937,0.9781317068551951
3,2,0.01,512,1.0,2.052302874624729,0.9719890165383158
4,2,0.01,512,1.0,2.0512991473078728,0.9793349955813662
