Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,40,0.01,256,1.0,3.0708986930549145,0.8896264388108184
1,40,0.01,256,1.0,3.0680642426013947,0.9154720711814137
2,40,0.01,256,1.0,3.0325176045298576,0.8901913706659135
3,40,0.01,256,1.0,3.0204896181821823,0.9185791963844362
4,40,0.01,256,1.0,2.974626552313566,0.883200338959113
