Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,2,0.01,256,0.5,3.4368763715028763,0.8113833768801638
1,2,0.01,256,0.5,3.091627411544323,0.7706023585904951
2,2,0.01,256,0.5,3.022793360054493,0.6607231127745216
3,2,0.01,256,0.5,3.03858682513237,0.6837793941105854
4,2,0.01,256,0.5,3.0371860563755035,0.6250264811807076
