Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.01,256,0.5,3.015433643013239,0.8211284513805522
1,10,0.01,256,0.5,3.110798913985491,0.8699950568462679
2,10,0.01,256,0.5,3.0899220518767834,0.8618741614292776
3,10,0.01,256,0.5,3.032296147197485,0.895981922180637
4,10,0.01,256,0.5,3.10943853110075,0.8500105924722829
