Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,10,0.01,256,0.5,2.1813092418015003,0.9890204835248074
1,10,0.01,256,0.5,2.109530348330736,0.9879316058578462
2,10,0.01,256,0.5,2.1628061681985855,0.9893637167024366
3,10,0.01,256,0.5,2.184292882680893,0.9910996086352734
4,10,0.01,256,0.5,2.1557849682867527,0.9880223456634264
