Fold,n_estimators,contamination,max_samples,max_features,Execution_Duration,AUC_ROC
0,100,0.01,256,1.0,2.1224094182252884,0.9948159954551193
1,100,0.01,256,1.0,2.096600964665413,0.9939164878171948
2,100,0.01,256,1.0,2.2072681821882725,0.9932536927155663
3,100,0.01,256,1.0,2.251579809933901,0.9940900770104785
4,100,0.01,256,1.0,2.2485392093658447,0.9937744602954173
